n_tags,seconds_interval,data_points,table_size_B,insert_time_s
1000,300,1000,137648,0.9823191165924072
1000,60,5000,467773,1.2110860347747803
1000,1,300000,8183488,21.0961492061615
10000,300,10000,928255,1.4661149978637695
10000,60,50000,4858595,3.2707059383392334
10000,1,3000000,204935869,136.2383852005005
100000,300,100000,2788928,10.654388189315796
100000,60,500000,31863357,27.923917770385742
100000,1,30000000,2889004205,1151.7970938682556
